,Producto,Marca,Precio,Tienda,Fecha,Medidas,Material,Cantidad,Venta agrupada
1378,MACETERO CUADRADO DE PLASTICO KD9943 NEGRO,,39000,Mercado Libre,27-02-2026,SIN MEDIDAS,PLASTICO,1,0
1379,"PEQUENAS MACETAS PARA DECORACION DEL HOGAR, DECORACION DE PL",,5460,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1380,PACK 6 MACETEROS MODELOS VARIADOS MACETA-HOEMY VARIADOS MACETAPACK6,,9990,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,6,1
1381,MACETEROS DE CERAMICA CON VARIEDAD DISENO (POR UNIDAD) COLOR CAQUI GRABADO,,5290,Mercado Libre,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1382,"SOPORTE DE PLANTA EN MINIATURA A ESCALA 1:12, MUEBLES VERDE",,4817,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1383,MACETERO 16X19.5 CM NEGRO CASA VIVA,,11888,Mercado Libre,27-02-2026,16X19.5,DESCONOCIDO,1,0
1384,MACETERO DE PLASTICO MODERNO WAKESHOME ANCHO 16CM ALTO 31CM COLOR CAFE,,14990,Mercado Libre,27-02-2026,16CM,PLASTICO,1,0
1385,PORTA MACETERO PEDESTAL MACETA PLANTAS NEGRO DORADO NEGRO,,19900,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1386,2 MACETAS SUCULENTAS PARA DECORACION DE INTERIORES Y,,14504,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,2,1
1387,MACETERO NORDICO GRANDE COLOR GRIS OSCURO 40X40X30CM - MACETA CUADRADO MODERNA PARA PLANTAS Y FLORES - DISENO MINIMALISTA DE ALTA CALIDAD,,29990,Mercado Libre,27-02-2026,40X40X30,DESCONOCIDO,1,0
1388,JARDINERA GAGE GRUNDENS AMARILLA,,42830,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1389,NUEVO SET DE MACETAS PARED DECO HOGAR OFICINA BIODEGRADABLES,,22000,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1390,PEDESTAL PARA 3 PLANTAS / PORTA MACETEROS METALICO - NORPLAT NEGRO LISA,,29980,Mercado Libre,27-02-2026,SIN MEDIDAS,METAL,1,0
1391,MACETERO DE PLASTICO MODERNO WAKESHOME ANCHO 16CM ALTO 31CM COLOR BLANCO,,14990,Mercado Libre,27-02-2026,16CM,PLASTICO,1,0
1392,PACK 4 MODELOS BABY GROOT MACETA LAPICERO REGALO CON ORIFICIO,,24990,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,4,1
1393,"MACETA DE SILICONA PARA NINA, CANDELABRO DE HORMIGON, RESINA",,4800,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1394,XJF ACCESORIOS FOR MUEBLES YKC444 22*30CM,,9843,Mercado Libre,27-02-2026,30CM,DESCONOCIDO,1,0
1395,MACETA DE RESINA PARA SUCULENTAS DECORACION HOGAR B +,,13765,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1396,"BOLSAS GRUESAS PARA PLANTAS, VIVERO 200 UNIDADES",,3460,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,200,1
1397,MACETERO REDONDO 74X63CM VERDE NEW ACEAN,,59990,Mercado Libre,27-02-2026,74X63,DESCONOCIDO,1,0
1398,"PACK 2, MACETERO DE CERAMICA MODELOS VARIADOS OSITOS",,5290,Mercado Libre,27-02-2026,SIN MEDIDAS,CERAMICA,2,1
1399,"MACETA APILABLE, MACETAS APILABLES DE FLORES DE PLASTICO",,7478,Mercado Libre,27-02-2026,SIN MEDIDAS,PLASTICO,1,0
1400,MACETERO 14X15 CM MARRON CASA VIVA MARRON,,4690,Mercado Libre,27-02-2026,14X15,DESCONOCIDO,1,0
1401,BOLSAS DE CULTIVO CON BOLSILLOS PARA COLGAR. BOLSAS PARA PLA,,10434,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1402,ORIENTAL - SOPORTE DE EXHIBICION DE MUEBLES DE MADERA ...,,70819,Mercado Libre,27-02-2026,SIN MEDIDAS,NATURAL,1,0
1403,"PACK 2, MACETERO DE CERAMICA MODELOS VARIADOS COLOR BLANCO GATITOS",,5290,Mercado Libre,27-02-2026,SIN MEDIDAS,CERAMICA,2,1
1404,SOPORTES PARA MACETAS DE BALCON 2 UDS.,,12887,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1405,MACETERO ESFERA 37 CM VERDE SPLOFY,,22598,Mercado Libre,27-02-2026,37CM,DESCONOCIDO,1,0
1406,"JAULA PARA CULTIVO DE TOMATES, ENREJADO EN MACETA, DOBLE CAP",,6226,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1407,MACETA CON FORMA DE FIGURA DE NINA PARA DECORACION DEL HOGAR,,4530,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1408,MACETEROS DE CERAMICA ARMONIOSOS COLORES Y FORMAS PACK DE 4 COLOR VARIADO MACETERO,,9900,Mercado Libre,27-02-2026,SIN MEDIDAS,CERAMICA,4,1
1409,"MACETA DE MADERA PARA EL HOGAR, OFICINA, ESCRITORIO, 3 FLORE",,9521,Mercado Libre,27-02-2026,SIN MEDIDAS,NATURAL,1,0
1410,MACETA DE MADERA MACIZA VINTAGE CON BARRIL DE MADERA PORTATI,,2660,Mercado Libre,27-02-2026,SIN MEDIDAS,NATURAL,1,0
1411,2 PIEZAS ESCULTURA FACIAL MACETA DE CABEZA MACETA,,103131,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1412,50 MACETERO BIODEGRADABLE 6X6CM PARA CULTIVO CON 50 ETIQUETA,,10999,Mercado Libre,27-02-2026,6X6,DESCONOCIDO,1,0
1413,BANDEJA PARA MACETAS PARA PLANTAS TAPETE PARA MACETAS PARA S,,7965,Mercado Libre,27-02-2026,S,DESCONOCIDO,1,0
1414,"MACETA PLATEAU CATTLE PARA DECORACION DEL HOGAR Y EL JARDIN,",,8208,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1415,"MACETERO PLASTICO 22X20,5CM NEGRO BIGHOUSE",,5990,Mercado Libre,27-02-2026,"22X20,5",PLASTICO,1,0
1416,"MACETERO - BOLSA PARA CAMA DE JARDIN, TELA LOS 70X30CM",,14860,Mercado Libre,27-02-2026,70X30,DESCONOCIDO,1,0
1417,MACETERO / BALCONERA DE MADERA CON GANCHOS 60CM NEGRO NEGRO,,22990,Mercado Libre,27-02-2026,60CM,NATURAL,1,0
1418,"FIGURA COLGANTE PARA COLGAR EN MACETA, HADA, JARDIN, NUTRIA",,8043,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1419,"MACETA DE HIERRO RETRO, SOPORTE PARA PLANTAS DEL HOGAR, 1 PI",,5113,Mercado Libre,27-02-2026,SIN MEDIDAS,METAL,1,0
1420,"BANERA COLGANTE PARA PAJAROS, DE 9.25 PULGADAS, PARA PAJAROS",,6434,Mercado Libre,27-02-2026,9.25PULGADAS,DESCONOCIDO,1,0
1421,"ARREGLO FLORAL CREATIVO RETRO PARA EL HOGAR EN MACETA, 3 PIE",,6373,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1422,"MACETERO PLASTICO 45X42,8CM GRIS ENVEJECIDO BIGHOUSE",,34784,Mercado Libre,27-02-2026,"45X42,8",PLASTICO,1,0
1423,PORTA MACETERO PEDESTAL MACETA PLANTAS BLANCO DORADO MEDIANO BLANCO,,18990,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1424,"MESA PLEGABLE MALETA 180CM NEGRO ARMA FACIL, CAMPING, OFERTA NEGRO BLANCO",,36990,Mercado Libre,27-02-2026,180CM,DESCONOCIDO,1,0
1425,PORTA MACETERO PEDESTAL MACETA PLANTAS NEGRO DORADO NEGRO,,19900,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1426,SOPORTE PARA 8 MACETAS ESTANTE JARDINERA HUERTO PLANTAS,,19980,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,8,1
1427,"MACETERO YOTOWORTH CON ENREJADO, CAMAS ELEVADAS PARA JARDIN",,214783,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1428,MACETERO REDONDO MEDIANO 33CM BOCA EXTERIOR PLASTICO DURO MARRON MEDIANO M,,6200,Mercado Libre,27-02-2026,33CM,PLASTICO,1,0
1429,MACETERO FLOTANTE PARA 30 CENTIMETROS CON PUNTA GRIS OSCURO,,8721,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1430,"MACETA DE CERAMICA PARA BONSAI, MACETA PARA HOGAR, ADORNO PA",,9008,Mercado Libre,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1431,PORTA MACETERO PEDESTAL MACETA PLANTAS BLANCO DORADO MEDIANO BLANCO,,18990,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1432,DECORACION DE JARDIN DE TORTUGAS DECORACION AL AIRE LIBRE DE,,4808,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1433,"MACETA DE CERAMICA PARA MACETA, HOGAR, VACAS, 8 X 6,5 X 7,5",,6330,Mercado Libre,27-02-2026,"8X6,5X7,5",CERAMICA,1,0
1434,"MACETERO ELEVADO DE TELA PARA JARDIN, 4 CUADRICULAS DIVIDIDA",,4860,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1435,MACETERO CUADRADO DE PLASTICO KD9943 NEGRO,,39000,Mercado Libre,27-02-2026,SIN MEDIDAS,PLASTICO,1,0
1436,MACETERO NORDICO GRANDE COLOR GRIS OSCURO 40X40X30CM - MACETA CUADRADO MODERNA PARA PLANTAS Y FLORES - DISENO MINIMALISTA DE ALTA CALIDAD,,29990,Mercado Libre,27-02-2026,40X40X30,DESCONOCIDO,1,0
1437,JARDINERA GAGE GRUNDENS AMARILLA,,42830,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1438,PEDESTAL PARA 3 PLANTAS / PORTA MACETEROS METALICO - NORPLAT NEGRO LISA,,29980,Mercado Libre,27-02-2026,SIN MEDIDAS,METAL,1,0
1439,"MACETERO PLASTICO 60X56,5CM GRIS ENVEJECIDO BIGHOUSE",,33990,Mercado Libre,27-02-2026,"60X56,5",PLASTICO,1,0
1440,"PACK 2, MACETERO DE CERAMICA MODELOS VARIADOS COLOR BLANCO ARCOIRIR",,5290,Mercado Libre,27-02-2026,SIN MEDIDAS,CERAMICA,2,1
1441,BOLSA DE CULTIVO DE PLANTAS CAMA DE JARDIN DE TELA MACETERO,,18287,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1442,CUBO DE FLORES DE HIERRO PARA DECORACION DEL HOGAR CON BONSA,,13191,Mercado Libre,27-02-2026,SIN MEDIDAS,METAL,1,0
1443,"MACETERO PLASTICO 24,5X29,5CM GRIS ENVEJECIDO BIGHOUSE",,5990,Mercado Libre,27-02-2026,"24,5X29,5",PLASTICO,1,0
1444,"MACETERO DE MADERA CON MICROPAISAJE, DECORACION DE AZUL",,6660,Mercado Libre,27-02-2026,SIN MEDIDAS,NATURAL,1,0
1445,ADORNO DECORATIVO PARA EL HOGAR EN MACETA,,10226,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1446,"MACETERO DE CUBO PLANO VINTAGE, DECORACION DE PEQUENO",,6791,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1447,SET ORGANIZADOR 3 PEDESTAL MACETERO DESMONTABLE METAL 66CM,,18850,Mercado Libre,27-02-2026,66CM,METAL,1,0
1448,JARDINERA GENERICA 100X40X30 CM HORMIGON RECTANGULAR,,65000,Mercado Libre,27-02-2026,100X40X30,DESCONOCIDO,1,0
1449,50 MACETERO BIODEGRADABLE 6X6CM PARA CULTIVO CON 50 ETIQUETA,,10999,Mercado Libre,27-02-2026,6X6,DESCONOCIDO,1,0
1450,6 PCS MOLDES DE MACETAS DE PLASTICO CON JARDINERA PALLET,,29990,Mercado Libre,27-02-2026,SIN MEDIDAS,PLASTICO,6,1
1451,"ADORNO CREATIVO DE ESCRITORIO, MACETERO PARA EL HOGAR, 2 PIE",,8713,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1452,MACETERO REDONDO CERAMICA AZUL RELIEVE 17X17CM BIGHOUSE,,16990,Mercado Libre,27-02-2026,17X17,CERAMICA,1,0
1453,MACETERO PEQUENO RESINA INTERIOR EXTERIOR JARDIN CACTUS,,32139,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1454,MACETERO / BALCONERA DE MADERA CON GANCHOS 1 METRO ROBLE MARRON,,32990,Mercado Libre,27-02-2026,SIN MEDIDAS,NATURAL,1,0
1455,5 MACETEROS DE MADERA CON FORMA DE BARRIL Y ASAS PARA,,115644,Mercado Libre,27-02-2026,SIN MEDIDAS,NATURAL,5,1
1456,TIERRA DE HOJA 20 LITROS (10 KG NETO),,4500,Mercado Libre,27-02-2026,20L,DESCONOCIDO,1,0
1457,"MACETA PARA PLANTAS DE BALCON, DECORACION DEL HOGAR, FLORES",,8956,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1458,MACETERO VINTAGE METALICO PEQUENO TIPO CUBETA PLANA,,5721,Mercado Libre,27-02-2026,SIN MEDIDAS,METAL,1,0
1459,"ADORNO DE PARED CON FLORES PARA EL HOGAR, PARED FLORAL RUSTI",,11252,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1460,"MACETA DE REGALO CON FORMA DE CUENCO PARA JARDIN, 30 CM, COL",,16521,Mercado Libre,27-02-2026,30CM,DESCONOCIDO,1,0
1461,MACETERO REDONDO DORADO 27X37X16CM BIGHOUSE,,15458,Mercado Libre,27-02-2026,27X37X16,DESCONOCIDO,1,0
1462,MACETERO / BALCONERA DE MADERA CON GANCHOS 80CM ROBLE MARRON,,27990,Mercado Libre,27-02-2026,80CM,NATURAL,1,0
1463,"MACETERO RECTANGULAR PARA FLORES, CON BANDEJA PARA GRIS",,5852,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1464,PORTA MACETERO PEDESTAL MACETA PLANTAS BLANCO DORADO DORADO,,19900,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1465,MACETERO CUADRADO DE CERAMICA PARA DECORACION DEL HOGAR,,40878,Mercado Libre,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1466,MACETERO TARRO HERMETICO BOTELLA MICRO PAISAJE,,7113,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1467,MACETERO / BALCONERA DE MADERA CON GANCHOS 40CM NEGRO NEGRO,,17990,Mercado Libre,27-02-2026,40CM,NATURAL,1,0
1468,"MACETERO DECORATIVO PARA JARDIN, ARTE FLORAL, ALMACENAMIENTO",,13582,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1469,MACETAS COLGANTES PARA SUCULENTAS Y HIERBAS DEL HOGAR,,2860,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1470,MACETA DECORATIVA DE JARDIN CANINO PARA ESPACIOS EXTERIORES,,12443,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1471,"MACETERO CUADRADO SONRIENTE DECORACION DEL HOGAR, JARD...",,66714,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1472,6 MACETEROS COLGANTES DE MALLA PARA HOGAR,,38800,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,6,1
1473,"MACETERO DE CUBO PLANO VINTAGE, DECORACION DE GRANDE",,9017,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1474,DECORACION PARA EL HOGAR MACETA Y RECIPIENTE PARA PLANTAS,,4600,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1475,COLGAR MACETAS MACETERO COLGANTE PARA EXTERIORES MACETAS DE,,5347,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1476,"MACETERO DE ESQUELETO HUMANO DECORACION DEL HOGAR, DEC...",,65687,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1477,SOPORTE PARA 8 MACETAS ESTANTE JARDINERA HUERTO PLANTAS,,19980,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,8,1
1478,MACETERO REDONDO TIERNO PARA ESCRITORIO U OFICINA,,8704,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1479,12 BANDEJAS PARA MACETAS HOGAR JARDINERIA X 12 UNIDADES,,69756,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,12,1
1480,"MACETERO - BOLSA PARA CAMA DE JARDIN, TELA LOS 80X30CM",,7104,Mercado Libre,27-02-2026,80X30,DESCONOCIDO,1,0
1481,3 PIEZAS BANDEJAS PLASTICAS MACETAS HOGAR,,30243,Mercado Libre,27-02-2026,SIN MEDIDAS,PLASTICO,1,0
1482,"EXPOSITOR DE PLANTAS PARA EL HOGAR, PATIO, ESTILO RETRO, IDE",,5226,Mercado Libre,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1483,MACETERO NEGRO AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,46990,Sodimac,27-02-2026,55CM,DESCONOCIDO,1,0
1484,SOPORTE PARA MACETAS ESTANTE DE MACETAS PARA PLANTAS 8 NIVEL,TNAKIEX,31990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1485,MACETERO LOOK BARRIL,JUST HOME COLLECTION,4666,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1486,SET 3 MACETEROS DE FIBRA TALL TAUPE GRIS,JUST HOME COLLECTION,119990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,3,1
1487,MACETERO RUSTICO DE ARCILLA TERRACOTA,CASA BONITA,9990,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1488,SOPORTE PARA MACETAS ESTANTE DE MACETAS PARA PLANTAS 8 NIVEL,TNAKIEX,31990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1489,MACETERO BEIGE AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,27990,Sodimac,27-02-2026,44CM,DESCONOCIDO,1,0
1490,MACETERO NEGRO BOWL 19CM ALTO CON PLATO,FLORIDIS,20990,Sodimac,27-02-2026,19CM,DESCONOCIDO,1,0
1491,MACETERO DE PLASTICO 27X38 CM GRANITO,JUST HOME COLLECTION,27990,Sodimac,27-02-2026,27X38,PLASTICO,1,0
1492,MACETERO SIENA DE PLASTICO 40X40 CM ARENA,JUST HOME COLLECTION,9990,Sodimac,27-02-2026,40X40,PLASTICO,1,0
1493,EXHIBICION MACETERO DE BAMBU CON 9 REPISAS,U BUY,37990,Sodimac,27-02-2026,SIN MEDIDAS,NATURAL,1,0
1494,MACETERO REDONDO DE ARCILLA TERRACOTA,JUST HOME COLLECTION,11990,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1495,SET ORGANIZADOR 3 PEDESTAL PORTA MACETERO DESMONTABLE METAL,ANYHOGAR,21990,Sodimac,27-02-2026,SIN MEDIDAS,METAL,1,0
1496,MACETERO DE CERAMICA NIHI,JUST HOME COLLECTION,9990,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1497,MACETERO SIENA DE PLASTICO 40X40 CM TAUPE,JUST HOME COLLECTION,9990,Sodimac,27-02-2026,40X40,PLASTICO,1,0
1498,MACETERO DE ARCILLA TERRACOTA,JUST HOME COLLECTION,15990,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1499,MACETERO DE PLASTICO 50X45 CM CHOCOLATE,VITALY,9990,Sodimac,27-02-2026,50X45,PLASTICO,1,0
1500,MACETERO DE CERAMICA KURA,JUST HOME COLLECTION,8290,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1501,MACETERO DE CERAMICA 13X11 CM COLORES SURTIDOS,JUST HOME COLLECTION,2990,Sodimac,27-02-2026,13X11,CERAMICA,1,0
1502,MACETERO RUSTICO DE ARCILLA TERRACOTA,CASA BONITA,9990,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1503,MACETERO DE CERAMICA EMA,JUST HOME COLLECTION,7690,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1504,MACETERO DE MADERA TIPO BARRIL,CASA BONITA,14990,Sodimac,27-02-2026,SIN MEDIDAS,NATURAL,1,0
1505,MACETA MACETERO PEDESTAL DECORATIVO GRANDE,GENERICO,19990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1506,SET 3 MACETEROS DE MADERA TIPO BARRIL,CASA BONITA,36990,Sodimac,27-02-2026,SIN MEDIDAS,NATURAL,3,1
1507,MACETERO NEGRO AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,46990,Sodimac,27-02-2026,55CM,DESCONOCIDO,1,0
1508,MACETERO MIKONOS,JUST HOME COLLECTION,13990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1509,MACETERO DE PLASTICO 43X65 CM ARENA,JUST HOME COLLECTION,52990,Sodimac,27-02-2026,43X65,PLASTICO,1,0
1510,SET DE 3 MACETEROS CERAMICA DISENOS GRIS Y BLANCO,JUST HOME COLLECTION,50390,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,3,1
1511,JUEGO DE 2 MACETAS METALICAS VINTAGE - ACABADO RUSTICO PARA BALCON,GENERICO,7990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,2,1
1512,MACETERO NEGRO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,25990,Sodimac,27-02-2026,44CM,DESCONOCIDO,1,0
1513,CANASTO DECORATIVO HIERBA MARINA 43X40 CM HOGAR,JUST HOME COLLECTION,28990,Sodimac,27-02-2026,43X40,DESCONOCIDO,1,0
1514,SET 4 TAMANOS DE MACETEROS DENVER COLOR BEIGE,JUST HOME COLLECTION,20990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,4,1
1515,MACETERO DE PLASTICO 30 CM PLATA,JUST HOME COLLECTION,7990,Sodimac,27-02-2026,30CM,PLASTICO,1,0
1516,MACETERO DE CERAMICA,SK,7990,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1517,JARDINERA EXTERIOR DE BARANDILLA PARA BALCON 50X20X12 CM,CRUSEC,15990,Sodimac,27-02-2026,50X20X12,DESCONOCIDO,1,0
1518,MACETERO DE GREDA 13X13 CM COLORES SURTIDOS,JUST HOME COLLECTION,2990,Sodimac,27-02-2026,13X13,CERAMICA,1,0
1519,SOPORTE PARA PLANTAS COLGANTES 2 GANCHOS DE PARED DE HIERRO,MUNDO MAGIA,7990,Sodimac,27-02-2026,SIN MEDIDAS,METAL,1,0
1520,SET 2 MACETEROS DE FIBRA CON PATAS BLANCO,JUST HOME COLLECTION,62990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,2,1
1521,6 PCS MACETAS DE PLASTICO CON SEPARADOR DE AGUA TRICOLOR,TNAKIEX,10990,Sodimac,27-02-2026,SIN MEDIDAS,PLASTICO,6,1
1522,MACETERO DE CERAMICA,SK,6690,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1523,MACETERO DE POLIETILENO 43X65 CM GRANITO,JUST HOME COLLECTION,52990,Sodimac,27-02-2026,43X65,PLASTICO,1,0
1524,MACETERO BEIGE AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,27990,Sodimac,27-02-2026,44CM,DESCONOCIDO,1,0
1525,MACETERO DE FIBRA TALL,JUST HOME COLLECTION,52990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1526,JARDINERA DE POLIPROPILENO 79X39 CM ARENA,DEROMA,82990,Sodimac,27-02-2026,79X39,DESCONOCIDO,1,0
1527,SOPORTE DE 5 NIVELES PARA MACETAS PLANTAS DECORATIVO NEGRO,CRUSEC,28990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1528,JARDIN VERTICAL HUERTO URBANO BALCON TERRAZA MURAL EXTERIOR DE GEOTEXTIL 18 BOLSILLOS,GENERICO,6900,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1529,MACETERO SIENA DE PLASTICO 40X40 CM BLANCO,JUST HOME COLLECTION,9990,Sodimac,27-02-2026,40X40,PLASTICO,1,0
1530,MACETERO SIENA DE PLASTICO 40X40 CM PLATA,JUST HOME COLLECTION,9990,Sodimac,27-02-2026,40X40,PLASTICO,1,0
1531,MACETERO FIBRA LINE,JUST HOME COLLECTION,29990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1532,JUEGO DE DOS MACETAS DE FLORES PARA COLGAR PARED,CRUSEC,13990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1533,SET 4 MACETEROS DE CERAMICA AZUL,JUST HOME COLLECTION,94990,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,4,1
1534,SET 3 MACETEROS DE CEAMICA KURA TABACO DORADO,JUST HOME COLLECTION,32990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,3,1
1535,MACETERO ROTOMOLDEADO MUNA DE POLIETILENO 55X53 CM ARENA,DECO POTTERY,72990,Sodimac,27-02-2026,55X53,PLASTICO,1,0
1536,PAQUETE DE 3 JARDINERA VERDE DE SOBREMESA PARA BALCON SOPORT,ATURE,15990,Sodimac,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1537,9 PCS MACETAS DE PLASTICO CON SEPARADOR DE AGUA TRICOLOR,TNAKIEX,15990,Sodimac,27-02-2026,SIN MEDIDAS,PLASTICO,9,1
1538,6 PCS MOLDES DE MACETAS DE PLASTICO CON JARDINERA PALLET,TNAKIEX,10990,Sodimac,27-02-2026,SIN MEDIDAS,PLASTICO,6,1
1539,MACETERO NEGRO AMSTERDAM 70CM ALTO CON PLATO,FLORIDIS,94990,Sodimac,27-02-2026,70CM,DESCONOCIDO,1,0
1540,MACETERO BEIGE AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,46990,Sodimac,27-02-2026,55CM,DESCONOCIDO,1,0
1541,MACETERO DE ARCILLA SIN BORDE TERRACOTA,JUST HOME COLLECTION,19990,Sodimac,27-02-2026,SIN MEDIDAS,CERAMICA,1,0
1542,135 MACETEROS FLEXIBLES VIVERO 9X8CM TERRACOTA KIT INICIAL,GENERICO,9390,Sodimac,27-02-2026,9X8,DESCONOCIDO,135,1
1543,MACETERO GRAFIATO DE PLASTICO 34X48 CM GRANITO,JUST HOME COLLECTION,42990,Sodimac,27-02-2026,34X48,PLASTICO,1,0
1544,MACETERO DE CERAMICA 13X13 CM DISENOS SURTIDOS,JUST HOME COLLECTION,2990,Sodimac,27-02-2026,13X13,CERAMICA,1,0
1545,MACETERO MARRON AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,46990,Sodimac,27-02-2026,55CM,DESCONOCIDO,1,0
