,Producto,Marca,Precio,Tienda,Fecha,Medidas,Material,Cantidad,Venta agrupada
34,"MACETERO CON PLATO, INTERIOR/EXTERIOR/PETROLEO, 6 CM",KLOTLÖNN,3990,Ikea,04-03-2026,6CM,DESCONOCIDO,1,0
35,"MACETERO, INTERIOR/EXTERIOR/AZUL, 12 CM",FJÄRILSBUSKE,6990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
36,"MACETERO CON AUTORRIEGO, INTERIOR/EXTERIOR TRANSPARENTE/GRIS OSCURO, 15 CM",VÅRDTRÄD,6990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
37,"MACETERO, INTERIOR/EXTERIOR/SEPIA, 9 CM",GRADVIS,4990,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
38,"MACETERO, FIBRAS DE PLATANO HECHO A MANO, 32 CM",TÖRNBÄR,49990,Ikea,04-03-2026,32CM,DESCONOCIDO,1,0
39,"MACETERO, RATAN, 12 CM",KAKTUSFIKON,5990,Ikea,04-03-2026,12CM,NATURAL,1,0
40,"MACETERO, INTERIOR/EXTERIOR AZUL OSCURO, 32 CM",ÅKERBÄR,14990,Ikea,04-03-2026,32CM,DESCONOCIDO,1,0
41,"MACETERO CON AUTORRIEGO, INTERIOR/EXTERIOR TRANSPARENTE/GRIS OSCURO, 24 CM",VÅRDTRÄD,14990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
42,"MACETERO, INTERIOR/EXTERIOR/COLOR HUESO, 9 CM",KVASTSPIREA,2490,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
43,"MACETERO CON PLATO, INTERIOR/EXTERIOR/GRIS, 9 CM",KLOTLÖNN,4990,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
44,"MACETERO CON PLATO, INTERIOR/EXTERIOR CAFE, 12 CM",KLARBÄR,6990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
45,"MACETERO, HECHO A MANO BAMBU, 24 CM",KLYNNON,24990,Ikea,04-03-2026,24CM,NATURAL,1,0
46,"MACETERO, INTERIOR/EXTERIOR/BLANCO, 15 CM",AMBRARÖNN,12990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
47,"MACETERO, INTERIOR/EXTERIOR GRIS, 9 CM",SKOGSVINBÄR,2990,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
48,"MACETERO, INTERIOR/EXTERIOR/COLOR HUESO, 12 CM",KVASTSPIREA,3990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
49,"JARDINERA, INTERIOR/EXTERIOR CAFE, 54X21 CM",FLODBJÖRK,19990,Ikea,04-03-2026,54X21,DESCONOCIDO,1,0
50,"MACETERO, INTERIOR/EXTERIOR/GRIS, 9 CM",BUSKKAPRIFOL,4990,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
51,"MACETERO, GRIS EXT, 89X38 CM",ASPAREN,49990,Ikea,04-03-2026,89X38,DESCONOCIDO,1,0
52,"MACETERO, INTERIOR/EXTERIOR GRIS OSC/BEIGE, 24 CM",RÅGKORN,24990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
53,"MACETERO, BLANCO, 12 CM",SOJABÖNA,2990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
54,"MACETERO, BLANCO, 24 CM",SOJABÖNA,9990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
55,"MACETERO, BEIGE, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
56,"MACETERO, BLANCO, 15 CM",SOJABÖNA,4990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
57,"MACETERO, GRIS OSC, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
58,"MACETERO CON GANCHO, EXT TURQUESA, 48X18 CM",ROSENKÅL,13990,Ikea,04-03-2026,48X18,DESCONOCIDO,1,0
59,"MACETERO, INTERIOR/EXTERIOR/TAUPE, 24 CM",FRÄKENVÄXT,5990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
60,"MACETERO, AMARILLO PASTEL, 15 CM",SOJABÖNA,4990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
61,"MACETERO CON AUTORRIEGO, INTERIOR/EXTERIOR TRANSPARENTE/GRIS OSCURO, 9 CM",VÅRDTRÄD,1990,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
62,"MACETERO, INTERIOR/EXTERIOR GRIS OSC/BEIGE, 24 CM",RÅGKORN,24990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
63,"MACETERO, BLANCO, 12 CM",SOJABÖNA,2990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
64,"MACETERO, BLANCO, 24 CM",SOJABÖNA,9990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
65,"MACETERO, BEIGE, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
66,"MACETERO, BLANCO, 15 CM",SOJABÖNA,4990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
67,"MACETERO, GRIS OSC, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
68,"MACETERO, INTERIOR/EXTERIOR GRIS, 12 CM",NYPON,2490,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
69,"MACETERO, BLANCO, 24 CM",SOJABÖNA,9990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
70,"MACETERO, JACINTO DE AGUA, 12 CM",FRIDFULL,4990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
71,"MACETERO, JACINTO DE AGUA, 24 CM",FRIDFULL,19990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
72,"MACETERO, GRIS, 15 CM",GRADVIS,6990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
73,"MACETERO, DORADO, 9 CM",DAIDAI,990,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
74,"MACETERO, BLANCO, 32X15 CM",BITTERGURKA,12990,Ikea,04-03-2026,32X15,DESCONOCIDO,1,0
75,"MACETERO, INTERIOR/EXTERIOR BLANCO, 9 CM",FÖRENLIG,1490,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
76,"MACETERO CON PLATO, INTERIOR/EXTERIOR TERRACOTA, 15 CM",MUSKOTBLOMMA,6990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
77,"MACETERO, INTERIOR/EXTERIOR/GRIS OSCURO, 24 CM",CITRONMELISS,9990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
78,"MACETERO, INTERIOR/EXTERIOR COLOR HUESO, 12 CM",SESAMFRÖN,5990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
79,"MACETERO COLGANTE, INTERIOR/EXTERIOR BLANCO, 12 CM",CHILISTRÅN,9990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
80,"MACETERO, INTERIOR/EXTERIOR GRIS OSC/BEIGE, 24 CM",RÅGKORN,24990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
81,"MACETERO, GRIS OSC, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
82,"MACETERO, INTERIOR/EXTERIOR/VERDE, 19 CM",HONUNGSPALM,18990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
83,"MACETERO, INTERIOR/EXTERIOR GRIS, 9 CM",BUSKVERK,490,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
84,"MACETERO, BEIGE, 9 CM",KÖRSBÄRSBJÖRK,2690,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
85,"MACETERO, INTERIOR/EXTERIOR/BEIGE, 12 CM",HASSELBUKETT,6990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
86,"MACETERO, BEIGE, 12 CM",PERSILLADE,3990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
87,"MACETERO, INTERIOR/EXTERIOR/OCRE, 12 CM",HASSELBUKETT,6990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
88,"MACETERO, BEIGE, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
89,"MACETERO, GALVANIZADO, 9 CM",BINTJE,790,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
90,"MACETERO, INTERIOR/EXTERIOR GRIS OSC/BEIGE, 24 CM",RÅGKORN,24990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
91,"MACETERO, BLANCO, 12 CM",SOJABÖNA,2990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
92,"MACETERO, BLANCO, 24 CM",SOJABÖNA,9990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
93,"MACETERO, BEIGE, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
94,"MACETERO, BLANCO, 15 CM",SOJABÖNA,4990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
95,"MACETERO, GRIS OSC, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
96,"MACETERO, INTERIOR/EXTERIOR GRIS, 12 CM",NYPON,2490,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
97,"MACETERO, BLANCO, 24 CM",SOJABÖNA,9990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
98,"MACETERO, JACINTO DE AGUA, 12 CM",FRIDFULL,4990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
99,"MACETERO, JACINTO DE AGUA, 24 CM",FRIDFULL,19990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
100,"MACETERO, GRIS, 15 CM",GRADVIS,6990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
101,"MACETERO, DORADO, 9 CM",DAIDAI,990,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
102,"MACETERO, BLANCO, 32X15 CM",BITTERGURKA,12990,Ikea,04-03-2026,32X15,DESCONOCIDO,1,0
103,"MACETERO, INTERIOR/EXTERIOR BLANCO, 9 CM",FÖRENLIG,1490,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
104,"MACETERO CON PLATO, INTERIOR/EXTERIOR TERRACOTA, 15 CM",MUSKOTBLOMMA,6990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
105,"MACETERO, INTERIOR/EXTERIOR/GRIS OSCURO, 24 CM",CITRONMELISS,9990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
106,"MACETERO, INTERIOR/EXTERIOR COLOR HUESO, 12 CM",SESAMFRÖN,5990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
107,"MACETERO COLGANTE, INTERIOR/EXTERIOR BLANCO, 12 CM",CHILISTRÅN,9990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
108,"MACETERO, INTERIOR/EXTERIOR GRIS OSC/BEIGE, 24 CM",RÅGKORN,24990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
109,"MACETERO, GRIS OSC, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
110,"MACETERO, INTERIOR/EXTERIOR/VERDE, 19 CM",HONUNGSPALM,18990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
111,"MACETERO, INTERIOR/EXTERIOR GRIS, 9 CM",BUSKVERK,490,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
112,"MACETERO, BEIGE, 9 CM",KÖRSBÄRSBJÖRK,2690,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
113,"MACETERO, INTERIOR/EXTERIOR/BEIGE, 12 CM",HASSELBUKETT,6990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
114,"MACETERO, BEIGE, 12 CM",PERSILLADE,3990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
115,"MACETERO, INTERIOR/EXTERIOR/OCRE, 12 CM",HASSELBUKETT,6990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
116,"MACETERO, BEIGE, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
117,"MACETERO, GALVANIZADO, 9 CM",BINTJE,790,Ikea,04-03-2026,9CM,DESCONOCIDO,1,0
118,"MACETERO, INTERIOR/EXTERIOR GRIS OSC/BEIGE, 24 CM",RÅGKORN,24990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
119,"MACETERO, BLANCO, 12 CM",SOJABÖNA,2990,Ikea,04-03-2026,12CM,DESCONOCIDO,1,0
120,"MACETERO, BLANCO, 24 CM",SOJABÖNA,9990,Ikea,04-03-2026,24CM,DESCONOCIDO,1,0
121,"MACETERO, BEIGE, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
122,"MACETERO, BLANCO, 15 CM",SOJABÖNA,4990,Ikea,04-03-2026,15CM,DESCONOCIDO,1,0
123,"MACETERO, GRIS OSC, 19 CM",PERSILLADE,12990,Ikea,04-03-2026,19CM,DESCONOCIDO,1,0
0,SUSTRATO PARA MACETAS 7 L,,3992,Casa Ideas,04-03-2026,7L,DESCONOCIDO,1,0
1,MACETA TEXTURADA CON CACTUS,,4232,Casa Ideas,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
2,MACETA TEXTURADA CON PLANTA,,10490,Casa Ideas,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
3,MACETA CON ORQUIDEA MEDIANA,,10990,Casa Ideas,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
4,MACETA DE VIDRIO CON CACTUS,,4232,Casa Ideas,04-03-2026,SIN MEDIDAS,VIDRIO,1,0
5,MACETA DE VIDRIO CON CACTUS,,4232,Casa Ideas,04-03-2026,SIN MEDIDAS,VIDRIO,1,0
6,MACETA DE VIDRIO CON CACTUS,,4990,Casa Ideas,04-03-2026,SIN MEDIDAS,VIDRIO,1,0
7,MACETA DE VIDRIO CON CACTUS,,4990,Casa Ideas,04-03-2026,SIN MEDIDAS,VIDRIO,1,0
8,"MACETA TERRACOTA CACTUS 15,5X21 CM",,9592,Casa Ideas,04-03-2026,"15,5X21",DESCONOCIDO,1,0
9,"MACETA TERRACOTA CACTUS 15,5X21 CM",,9592,Casa Ideas,04-03-2026,"15,5X21",DESCONOCIDO,1,0
10,MACETA CON FLOR ALTA ORQUIDEA,,12792,Casa Ideas,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
11,MACETA DE CERAMICA CON CACTUS,,10392,Casa Ideas,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
12,CACTUS CON MACETA 7X9.5 CM,,3432,Casa Ideas,04-03-2026,7X9.5,DESCONOCIDO,1,0
13,CACTUS CON MACETA 7X9.5 CM,,3432,Casa Ideas,04-03-2026,7X9.5,DESCONOCIDO,1,0
14,PLANTA CON MACETA 18X14 CM,,5790,Casa Ideas,04-03-2026,18X14,DESCONOCIDO,1,0
15,CACTUS CON MACETA 27X40 CM,,15192,Casa Ideas,04-03-2026,27X40,DESCONOCIDO,1,0
16,MACETA DE CERAMICA 9X9.5 CM,,2392,Casa Ideas,04-03-2026,9X9.5,CERAMICA,1,0
17,MACETA DE CERAMICA 9X9.5 CM,,2392,Casa Ideas,04-03-2026,9X9.5,CERAMICA,1,0
18,MACETA DE CERAMICA 9X9.5 CM,,2392,Casa Ideas,04-03-2026,9X9.5,CERAMICA,1,0
19,PLANTA CON MACETA 18X34 CM,,11192,Casa Ideas,04-03-2026,18X34,DESCONOCIDO,1,0
20,PLANTA CON MACETA 40X43 CM,,13990,Casa Ideas,04-03-2026,40X43,DESCONOCIDO,1,0
21,CACTUS CON MACETA 16X19 CM,,9490,Casa Ideas,04-03-2026,16X19,DESCONOCIDO,1,0
22,BASE PARA MACETA DE BAMBU REGULABLE,,10392,Casa Ideas,04-03-2026,SIN MEDIDAS,NATURAL,1,0
23,"MACETA PLASTICA CON RUEDAS 46,5X42,5 CM",,18392,Casa Ideas,04-03-2026,"46,5X42,5",PLASTICO,1,0
24,MACETA PLASTICA CON RUEDAS 31X15X25 CM,,2690,Casa Ideas,04-03-2026,31X15X25,PLASTICO,1,0
25,MACETA PLASTICA CON RUEDAS 37X34 CM,,11992,Casa Ideas,04-03-2026,37X34,PLASTICO,1,0
26,PLANTA DECORATIVA CON MACETA 8X17 CM,,3992,Casa Ideas,04-03-2026,8X17,DESCONOCIDO,1,0
27,"CACTUS CON MACETA PEQUENO 13,5X8 CM",,3490,Casa Ideas,04-03-2026,"13,5X8",DESCONOCIDO,1,0
28,"CACTUS CON MACETA PEQUENO 13,5X8 CM",,3490,Casa Ideas,04-03-2026,"13,5X8",DESCONOCIDO,1,0
29,PLANTA COLGANTE CON MACETA 17X33 CM,,11990,Casa Ideas,04-03-2026,17X33,DESCONOCIDO,1,0
30,MACETA DE CERAMICA CRUDO 10.5X10.8 CM,,2792,Casa Ideas,04-03-2026,10.5X10.8,CERAMICA,1,0
31,MACETA DE CERAMICA CRUDO 13.5X13 CM,,3992,Casa Ideas,04-03-2026,13.5X13,CERAMICA,1,0
32,MACETA DE CERAMICA CRUDO 16.8X15.5 CM,,6392,Casa Ideas,04-03-2026,16.8X15.5,CERAMICA,1,0
33,MACETA DE CERAMICA CRUDO 18.6X18 CM,,8792,Casa Ideas,04-03-2026,18.6X18,CERAMICA,1,0
34,"MACETA DE CERAMICA PEQUENA 8,2X9 CM",,3490,Casa Ideas,04-03-2026,"8,2X9",CERAMICA,1,0
35,"MACETA DE CERAMICA PEQUENA 8,2X9 CM",,3490,Casa Ideas,04-03-2026,"8,2X9",CERAMICA,1,0
36,"MACETA DE CERAMICA PEQUENA 8,2X9 CM",,3490,Casa Ideas,04-03-2026,"8,2X9",CERAMICA,1,0
37,MACETA DE CERAMICA FLOR 15X15 CM,,11990,Casa Ideas,04-03-2026,15X15,CERAMICA,1,0
38,MACETA DE CERAMICA FLOR 20X20 CM,,16990,Casa Ideas,04-03-2026,20X20,CERAMICA,1,0
39,MACETA CON SUCULENTA Y DECAL 15X35 CM,,10990,Casa Ideas,04-03-2026,15X35,DESCONOCIDO,1,0
40,"MACETA CON SUCULENTA COLGANTE 18X41,5 CM",,11990,Casa Ideas,04-03-2026,"18X41,5",DESCONOCIDO,1,0
41,"MACETA ALTA CON CACTUS 41X37,5 CM",,14990,Casa Ideas,04-03-2026,"41X37,5",DESCONOCIDO,1,0
42,MACETA COLGANTE CON PLANTA 15X34 CM,,8490,Casa Ideas,04-03-2026,15X34,DESCONOCIDO,1,0
43,PLATO MACETA DE CERAMICA DIAMETRO 18 CM,,3992,Casa Ideas,04-03-2026,18CM,CERAMICA,1,0
44,PLATO MACETA DE CERAMICA DIAMETRO 18 CM,,3490,Casa Ideas,04-03-2026,18CM,CERAMICA,1,0
45,PLATO MACETA DE CERAMICA DIAMETRO 24 CM,,4790,Casa Ideas,04-03-2026,24CM,CERAMICA,1,0
46,MACETA DOS TONOS CON CACTUS 8X13 CM,,3432,Casa Ideas,04-03-2026,8X13,DESCONOCIDO,1,0
47,MACETA DOS TONOS CON CACTUS 8X13 CM,,2632,Casa Ideas,04-03-2026,8X13,DESCONOCIDO,1,0
48,MACETA DOS TONOS CON CACTUS 8X13 CM,,2632,Casa Ideas,04-03-2026,8X13,DESCONOCIDO,1,0
49,PLATO MACETA DE CERAMICA DIAMETRO 14 CM,,3192,Casa Ideas,04-03-2026,14CM,CERAMICA,1,0
50,PLATO MACETA DE CERAMICA DIAMETRO 14 CM,,2390,Casa Ideas,04-03-2026,14CM,CERAMICA,1,0
51,PLANTA DECORATIVA GRANDE CON MACETA 40X43 CM,,17990,Casa Ideas,04-03-2026,40X43,DESCONOCIDO,1,0
52,MACETA DE CERAMICA CON PATAS 15X10 CM,,4792,Casa Ideas,04-03-2026,15X10,CERAMICA,1,0
53,MACETA DE CERAMICA CON PATAS 15X10 CM,,4792,Casa Ideas,04-03-2026,15X10,CERAMICA,1,0
54,MACETA DE CERAMICA CON TEXTURA 19.8X8.7 CM,,7192,Casa Ideas,04-03-2026,19.8X8.7,CERAMICA,1,0
55,MACETA DE CERAMICA CON TEXTURA 19.7X17.5 CM,,10392,Casa Ideas,04-03-2026,19.7X17.5,CERAMICA,1,0
56,MACETA DE CERAMICA CON TEXTURA 15.7X7 CM,,3992,Casa Ideas,04-03-2026,15.7X7,CERAMICA,1,0
57,MACETA DE CERAMICA CON TEXTURA 15.7X7 CM,,3992,Casa Ideas,04-03-2026,15.7X7,CERAMICA,1,0
58,MACETA DE CERAMICA CON TEXTURA 17.7X14.7 CM,,7192,Casa Ideas,04-03-2026,17.7X14.7,CERAMICA,1,0
59,MACETA DE CERAMICA CON TEXTURA 17.7X14.7 CM,,7192,Casa Ideas,04-03-2026,17.7X14.7,CERAMICA,1,0
60,BASE PARA MACETA DE MADERA 20X7 CM,,4792,Casa Ideas,04-03-2026,20X7,NATURAL,1,0
61,BASE PARA MACETA DE MADERA 30X11 CM,,7192,Casa Ideas,04-03-2026,30X11,NATURAL,1,0
62,BASE PARA MACETA DE MADERA 40X12 CM,,11192,Casa Ideas,04-03-2026,40X12,NATURAL,1,0
63,PORTA MACETA COLGANTE DE FIBRA 18X18 CM,,6590,Casa Ideas,04-03-2026,18X18,DESCONOCIDO,1,0
64,MACETA DE CERAMICA ESTAMPADA FLOR 18X15X15 CM,,13990,Casa Ideas,04-03-2026,18X15X15,CERAMICA,1,0
65,MACETA DE CERAMICA CON PAJARO 20X16X14 CM,,10490,Casa Ideas,04-03-2026,20X16X14,CERAMICA,1,0
66,MACETA DE CERAMICA CON PAJARO 20X15X20 CM,,11990,Casa Ideas,04-03-2026,20X15X20,CERAMICA,1,0
67,"MACETA DE VIDRIO CON CACTUS DIAMETRO 6,9X7,9 CM",,3112,Casa Ideas,04-03-2026,"6,9X7,9",VIDRIO,1,0
68,"MACETA DE VIDRIO CON CACTUS DIAMETRO 6,9X7,9 CM",,3112,Casa Ideas,04-03-2026,"6,9X7,9",VIDRIO,1,0
69,"MACETA DE VIDRIO CON CACTUS DIAMETRO 6,9X7,9 CM",,3112,Casa Ideas,04-03-2026,"6,9X7,9",VIDRIO,1,0
70,"MACETA DE VIDRIO CON CACTUS DIAMETRO 6,9X7,9 CM",,3112,Casa Ideas,04-03-2026,"6,9X7,9",VIDRIO,1,0
71,"MACETA DE VIDRIO CON CACTUS DIAMETRO 6,9X7,9 CM",,3112,Casa Ideas,04-03-2026,"6,9X7,9",VIDRIO,1,0
72,MACETA DE CERAMICA CON DISENO Y PATAS 13 CM,,3992,Casa Ideas,04-03-2026,13CM,CERAMICA,1,0
73,MACETA DE CERAMICA CON DISENO Y PATAS 16 CM,,6392,Casa Ideas,04-03-2026,16CM,CERAMICA,1,0
74,MACETA COLGANTE DE FIBRA DE BAMBU 30.2X30.2X13 CM,,8792,Casa Ideas,04-03-2026,30.2X30.2X13,NATURAL,1,0
75,"MACETA DE CERAMICA CON DISENO EMBOSS 20,5X16,5 CM",,21990,Casa Ideas,04-03-2026,"20,5X16,5",CERAMICA,1,0
76,"MACETA DE CERAMICA CON DISENO EMBOSS 20,5X16,5 CM",,21990,Casa Ideas,04-03-2026,"20,5X16,5",CERAMICA,1,0
77,MACETA DE CERAMICA CON BASE DE BAMBU 21X17 CM,,13592,Casa Ideas,04-03-2026,21X17,NATURAL,1,0
78,MACETA DE FIBRA DE BAMBU CON PATAS 9.5X9.8 CM,,2392,Casa Ideas,04-03-2026,9.5X9.8,NATURAL,1,0
79,MACETA DE FIBRA DE BAMBU CON PATAS 9.5X9.8 CM,,2392,Casa Ideas,04-03-2026,9.5X9.8,NATURAL,1,0
80,MACETA DE FIBRA DE BAMBU CON PATAS 9.5X9.8 CM,,2392,Casa Ideas,04-03-2026,9.5X9.8,NATURAL,1,0
81,MACETA DE CERAMICA CON BASE DE BAMBU 14X12 CM,,6392,Casa Ideas,04-03-2026,14X12,NATURAL,1,0
82,MACETA DE CERAMICA CON BASE DE BAMBU 21X17 CM,,13592,Casa Ideas,04-03-2026,21X17,NATURAL,1,0
83,MACETA DE CERAMICA CON BASE DE BAMBU 27X21 CM,,21592,Casa Ideas,04-03-2026,27X21,NATURAL,1,0
84,PLATO PARA MACETERO CON FORMA DE FLOR 14 CM,,3192,Casa Ideas,04-03-2026,14CM,DESCONOCIDO,1,0
85,PLATO PARA MACETERO CON FORMA DE FLOR 18 CM,,3992,Casa Ideas,04-03-2026,18CM,DESCONOCIDO,1,0
86,PLATO PARA MACETERO CON FORMA DE FLOR 24 CM,,5592,Casa Ideas,04-03-2026,24CM,DESCONOCIDO,1,0
87,JARDINERA PLASTICA PARA BALCON 59X36X25 CM,,6290,Casa Ideas,04-03-2026,59X36X25,PLASTICO,1,0
88,TERRARIO DE VIDRIO CON CACTUS 12X12 CM,,5990,Casa Ideas,04-03-2026,12X12,VIDRIO,1,0
89,TERRARIO DE VIDRIO CON CACTUS 12X12 CM,,5990,Casa Ideas,04-03-2026,12X12,VIDRIO,1,0
90,TERRARIO DE VIDRIO CON CACTUS 122X12 CM,,5032,Casa Ideas,04-03-2026,122X12,VIDRIO,1,0
91,SET DE ADORNO NATURAL L,,5992,Casa Ideas,04-03-2026,L,DESCONOCIDO,1,0
92,TERRARIO DE VIDRIO CON CACTUS 122X12 CM,,5032,Casa Ideas,04-03-2026,122X12,VIDRIO,1,0
93,RAMO TELA MIXTO,,4632,Casa Ideas,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
94,RAMO TELA MIXTO,,4632,Casa Ideas,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
95,RAMO TELA MIXTO,,4632,Casa Ideas,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
0,MACETERO 46CM GRAFIATO CONICO KD9952,SAN MARINO,12900,Paris,04-03-2026,46CM,DESCONOCIDO,1,0
1,MACETERO COBA 25X19 CM,MACETEROS RAYUN,24990,Paris,04-03-2026,25X19,DESCONOCIDO,1,0
2,MACETERO FLORIDIS ZURIQUE BEIGE 34CM CON PLATO,FLORIDIS,16990,Paris,04-03-2026,34CM,DESCONOCIDO,1,0
3,MACETERO AZUL S,SARAH MILLER,13990,Paris,04-03-2026,S,DESCONOCIDO,1,0
4,MACETERO MACETA DE CERAMICA BLANCO TEXTURA ACANALADA,FLIPEREX,5990,Paris,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
5,MACETERO 14 CM CAPRI BLANCO OUTZEN,OUTZEN,1490,Paris,04-03-2026,14CM,DESCONOCIDO,1,0
6,MACETERO PLASTICO DISENO EFECTO BARRIL DE MADERA MACETA S,FLIPEREX,11990,Paris,04-03-2026,S,PLASTICO,1,0
7,MACETERO COLOR CEMENTO NATURAL RAY 30X40 CM,MACETEROS RAYUN,37990,Paris,04-03-2026,30X40,CEMENTICIO,1,0
8,MACETERO DE CERAMICA GRIS MATE TEXTURA ACANALADA S,FLIPEREX,5990,Paris,04-03-2026,S,CERAMICA,1,0
9,MACETERO MACETA DISENO RAYAS ENVEJECIDO DE PLASTICO BLANCO L,FLIPEREX,19900,Paris,04-03-2026,L,PLASTICO,1,0
10,MACETERO COBA 52X45 CM XL,MACETEROS RAYUN,69990,Paris,04-03-2026,52X45,DESCONOCIDO,1,0
11,MACETERO ROTOMOLDEADO BEE27 CREMA (27CMX33CM),POTTERY,16990,Paris,04-03-2026,27CM,DESCONOCIDO,1,0
12,MACETERO MACETA ACABADO CEMENTO RELIEVE HOJAS GRIS M,FLIPEREX,10990,Paris,04-03-2026,M,CEMENTICIO,1,0
13,SET 3 MACETEROS MACETA DE CERAMICA COPON BLANCO BRILLANTE,FLIPEREX,34990,Paris,04-03-2026,SIN MEDIDAS,CERAMICA,3,1
