,Producto,Marca,Precio,Tienda,Fecha,Medidas,Material,Cantidad,Venta agrupada
367,MACETERO - DISENO PERRO,GENERICO,4990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
368,MACETERO AUTORREGANTE RECICLADO DE PLASTICO 23X20 CM CAFE,REMBRE,4290,Sodimac,18-02-2026,23X20,PLASTICO,1,0
369,MACETERO REDONDO DE PLASTICO 25X24 CM MARRON,REYPLAST,6290,Sodimac,18-02-2026,25X24,PLASTICO,1,0
370,MACETERO CANASTO RAMA TEJIDA DECORATIVA 35 X 30 CM,DECOGREEN,13990,Sodimac,18-02-2026,35X30,DESCONOCIDO,1,0
371,MACETERO ALTO CUADRADO LOFLY 24 X 24 CM GRIS PIEDRA,STERN,7990,Sodimac,18-02-2026,24X24,DESCONOCIDO,1,0
372,MACETERO AUTORREGANTE RECICLADO DE PLASTICO 23X20 CM MARFIL,REMBRE,5690,Sodimac,18-02-2026,23X20,PLASTICO,1,0
373,MACETERO CEUTA DE CERAMICA 30X23 CM BEIGE,CASA BONITA,18990,Sodimac,18-02-2026,30X23,CERAMICA,1,0
374,SET 2 CANASTOS NAZCA,JUST HOME COLLECTION,38990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,2,1
375,MACETERO DE PLASTICO 17 CM,CASA BONITA,1690,Sodimac,18-02-2026,17CM,PLASTICO,1,0
376,PACK 80 MACETEROS 14X13 TERRACOTA KIT INICIAL,KUANGYE,10590,Sodimac,18-02-2026,14X13,DESCONOCIDO,80,1
377,PLATO REDONDO PARA MACETERO 25 CM DECORATIVO JARDIN HOGAR,REYPLAST,1390,Sodimac,18-02-2026,25CM,DESCONOCIDO,1,0
378,MACETERO ZAFIRO 17 CM PLATINO,MESTIZA,9490,Sodimac,18-02-2026,17CM,DESCONOCIDO,1,0
379,JARDINERA PARA BARANDA DE POLIPROPILENO 25X25 CM GRIS,REMBRE,4890,Sodimac,18-02-2026,25X25,DESCONOCIDO,1,0
380,SET MACETERO Y PLATO BIODEGRADABLE DE BAMBU 16.5X13 CM BLANCO,DECOGREEN,4990,Sodimac,18-02-2026,16.5X13,NATURAL,1,0
381,KIT 4 MACETERO COLGANTE CON BANDEJA EXTRAIBLE Y DRENAJE M NEGRO,GENERICO,38990,Sodimac,18-02-2026,M,DESCONOCIDO,1,0
382,MACETERO BEIGE AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,49990,Sodimac,18-02-2026,55CM,DESCONOCIDO,1,0
383,MACETERO GRIS CLARO AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,49990,Sodimac,18-02-2026,55CM,DESCONOCIDO,1,0
384,MACETERO FLORIDIS NEGRO EFECTO MARMOL ZURIQUE 34CM ALTO CON PLATO,GENERICO,31990,Sodimac,18-02-2026,34CM,DESCONOCIDO,1,0
385,MACETERO BEIGE EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,27990,Sodimac,18-02-2026,44CM,DESCONOCIDO,1,0
386,MACETA CON BASE 29X30 CM,JUST HOME COLLECTION,26990,Sodimac,18-02-2026,29X30,DESCONOCIDO,1,0
387,31 KITS BANDEJAS GERMINADORAS CON LUZ INVERNADERO SEMILLERO,YAYKO,12590,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
388,MACETERO DE CEMENTO 11.5X12 GRIS,POTTERY,13590,Sodimac,18-02-2026,11.5X12,CEMENTICIO,1,0
389,MACETERO CEMENTO MODELO BERLIN 31CM ALTO CON PLATO,FLORIDIS,31990,Sodimac,18-02-2026,31CM,CEMENTICIO,1,0
390,MACETERO CAIRO 40 (FIBRA DE VIDRIO),PLANT ME,64990,Sodimac,18-02-2026,SIN MEDIDAS,VIDRIO,1,0
391,MACETERO DE PLASTICO 34X26.8 CM TAUPE,CASA BONITA,6290,Sodimac,18-02-2026,34X26.8,PLASTICO,1,0
392,MASETERO DECORATIVO SHIGUHE MACETA CERAMICA GRIS 82x28 CM,EGLO,11990,Sodimac,18-02-2026,82x28,CERAMICA,1,0
393,JARDINERA DE PLASTICO 15X19X46 CM,CASA BONITA,3990,Sodimac,18-02-2026,15X19X46,PLASTICO,1,0
394,MACETERO ZAFIRO DE CERAMICA 24X21 CM NEGRO,MESTIZA,14990,Sodimac,18-02-2026,24X21,CERAMICA,1,0
395,SET MACETERO Y PLATO ZAFIRO DE CERAMICA 10X13 CM BLANCO,MESTIZA,7290,Sodimac,18-02-2026,10X13,CERAMICA,1,0
396,MACETA COLGANTE MACETERO COLGANTE DE PAJA CESTA MEDIANO,OEM,6990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
397,COLGADOR MACRAME 114 CM PARA MACETAS,JUST HOME COLLECTION,7690,Sodimac,18-02-2026,114CM,DESCONOCIDO,1,0
398,MACETERO AISEA DE CERAMICA 26X16 CM OLIVA DORADO,JUST HOME COLLECTION,13990,Sodimac,18-02-2026,26X16,CERAMICA,1,0
399,MACETERO VITORIA DE CERAMICA 32X32 CM NEGRO,JUST HOME COLLECTION,28990,Sodimac,18-02-2026,32X32,CERAMICA,1,0
400,ES DE PLASTICO 18X17 CM MARRON,REYPLAST,3690,Sodimac,18-02-2026,18X17,PLASTICO,1,0
401,JARDINERA RECTANGULAR NEW COUBI 39 CM X 19 CM BLANCO,STERN,8590,Sodimac,18-02-2026,39CM,DESCONOCIDO,1,0
402,CANASTO DECORATIVO PARACAS HIERBA MARINA 26X21 CM,JUST HOME COLLECTION,23990,Sodimac,18-02-2026,26X21,DESCONOCIDO,1,0
403,MACETERO COLGANTE CON BANDEJA EXTRAIBLE NEGRO M,GENERICO,10990,Sodimac,18-02-2026,M,DESCONOCIDO,1,0
404,JARDINERA DE PLASTICO 19X15 CM TAUPE,CASA BONITA,6290,Sodimac,18-02-2026,19X15,PLASTICO,1,0
405,SET 2 TAMANOS DE MACETEROS COLOR TERRACOTA,JUST HOME COLLECTION,34990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,2,1
406,SET DE 3 MACETAS TEJIDAS CON PATAS,HOME ESSENTIALS,47990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,3,1
407,MACETERO METALICO DISENO REGADERA,BRIC,9990,Sodimac,18-02-2026,SIN MEDIDAS,METAL,1,0
408,MACETERO NEGRO EFECTO MARMOL AMSTERDAM 28CM ALTO CON PLATO,FLORIDIS,28990,Sodimac,18-02-2026,28CM,DESCONOCIDO,1,0
409,MACETERO BEIGE AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,37990,Sodimac,18-02-2026,45CM,DESCONOCIDO,1,0
410,2 SOPORTES DE BASE DE MACETA DE METAL CON RUEDAS,GENERICO,17990,Sodimac,18-02-2026,SIN MEDIDAS,METAL,2,1
411,MACETERO Y PLATO TERRACOTA CILINDRO L.,DECOGREEN,14990,Sodimac,18-02-2026,L,DESCONOCIDO,1,0
412,SET 3 MACETEROS FIBRA LINE SAND,JUST HOME COLLECTION,96990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,3,1
413,MACETERO PLASTICO 30CM COLOR ARENA,GENERICO,12990,Sodimac,18-02-2026,30CM,PLASTICO,1,0
414,SET 3 MACETEROS CERAMICA MIKONOS BLANCO,JUST HOME COLLECTION,44990,Sodimac,18-02-2026,SIN MEDIDAS,CERAMICA,3,1
415,MACETERO DE PLASTICO 17.1X13.4 CM TAUPE,CASA BONITA,1690,Sodimac,18-02-2026,17.1X13.4,PLASTICO,1,0
416,MACETA WOOLLY 23CM VERDE COSTA,DEROMA,22990,Sodimac,18-02-2026,23CM,DESCONOCIDO,1,0
417,MACETERO DENVER DE PLASTICO 16X15 CM BEIGE,JUST HOME COLLECTION,4990,Sodimac,18-02-2026,16X15,PLASTICO,1,0
418,CERCO METALICO DECORATIVO JARDIN 56 CM,POTTERY,5490,Sodimac,18-02-2026,56CM,METAL,1,0
419,MACETERO BERLIM DE CERAMICA 12.4X9.2 CM BEIGE,JAPI,5290,Sodimac,18-02-2026,12.4X9.2,CERAMICA,1,0
420,MACETERO DALLAS DE CERAMICA 19X18 CM ANTRACITA,SK,11990,Sodimac,18-02-2026,19X18,CERAMICA,1,0
421,PLATO REDONDO PARA MACETERO 18 CM DECORATIVO HOGAR,REYPLAST,690,Sodimac,18-02-2026,18CM,DESCONOCIDO,1,0
422,MACETERO DE PLASTICO CANASTO DORADO MACETA BALDE GRANDE,OEM,15990,Sodimac,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
423,BASE PARA MACETERO Ndeg10 25 CM JARDIN,CASA BONITA,990,Sodimac,18-02-2026,25CM,DESCONOCIDO,1,0
424,MACETERO DE PLASTICO 14X17 CM VERDE,CASA BONITA,1690,Sodimac,18-02-2026,14X17,PLASTICO,1,0
425,SET 3 MACETEROS UTHAI,JUST HOME COLLECTION,27990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,3,1
426,JARDINERA DECOWAY NEGRO- 50 CM,GENERICO,20990,Sodimac,18-02-2026,50CM,DESCONOCIDO,1,0
427,MACETERO DENVER DE PLASTICO 18X17 CM BEIGE,JUST HOME COLLECTION,5990,Sodimac,18-02-2026,18X17,PLASTICO,1,0
428,SET 2 MACETEROS CON PEDESTAL DORADOS,IMPORTADORA USA,35990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,2,1
429,MACETA JOINVILLE CONCAVO NEGRO 24X12CM EFECTO MARMOLEADO,VERDY,12990,Sodimac,18-02-2026,24X12,DESCONOCIDO,1,0
430,PLANTAS VIVAS FLOTANTES ACUARIOS ESTANQUES LENTEJAS AGUA,GROW SWEET,9990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
431,MACETEROS DE GREDA (TINAJAS). PACK 10 UNIDADES. POMAIRE ONLINE,GENERICO,14990,Sodimac,18-02-2026,SIN MEDIDAS,CERAMICA,10,1
432,SOPORTE DE 5 NIVELES PARA MACETAS PLANTAS DECORATIVO BLANCO,CRUSEC,28990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
433,PACK 5 MACETEROS ROBERT PLANT PARA CACTUS O SUCULENTAS,GENERICO,14990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,5,1
434,MACETERO GRIS CLARO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,27990,Sodimac,18-02-2026,44CM,DESCONOCIDO,1,0
435,MACETERO DE ARCILLA SIN BORDE TERRACOTA,JUST HOME COLLECTION,19990,Sodimac,18-02-2026,SIN MEDIDAS,CERAMICA,1,0
436,MACETERO BLANCO AMSTERDAM 65 CM ALTO CON PLATO,FLORIDIS,35990,Sodimac,18-02-2026,65CM,DESCONOCIDO,1,0
437,JARDINERA DE POLIPROPILENO 79X39 CM ARENA,DEROMA,82990,Sodimac,18-02-2026,79X39,DESCONOCIDO,1,0
438,MACETERO BEIGE MODELO CURITIBA 24CM ALTO,GENERICO,18990,Sodimac,18-02-2026,24CM,DESCONOCIDO,1,0
439,MACETERO GRAFIATO DE PLASTICO 34X48 CM ARENA,JUST HOME COLLECTION,42990,Sodimac,18-02-2026,34X48,PLASTICO,1,0
440,MACETERO SIENA DE POLIPROPILENO 40X40 CM DORADO,JUST HOME COLLECTION,9990,Sodimac,18-02-2026,40X40,DESCONOCIDO,1,0
441,MACETERO DE PLASTICO 12 CM,CASA BONITA,1090,Sodimac,18-02-2026,12CM,PLASTICO,1,0
442,MACETERO BEIGE ALCANTARA 75CM ALTO,GENERICO,22990,Sodimac,18-02-2026,75CM,DESCONOCIDO,1,0
443,JARDINERA DE MADERA EN PINO CEPILLADO COLOR NOGAL,GENERICO,35990,Sodimac,18-02-2026,SIN MEDIDAS,NATURAL,1,0
444,SET 3 MACETEROS OLIVE REDONDO,JUST HOME COLLECTION,79990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,3,1
445,BASE DE PLASTICO PARA MACETERO 25 CM,CASA BONITA,990,Sodimac,18-02-2026,25CM,PLASTICO,1,0
446,COLGADOR MURAL METALICO PARA MACETEROS 25 CM DECORACION HOGAR,ERGO,5290,Sodimac,18-02-2026,25CM,METAL,1,0
447,MACETERO DE PLASTICO 46 CM,CASA BONITA,13990,Sodimac,18-02-2026,46CM,PLASTICO,1,0
448,MACETERO VIENA,JUST HOME COLLECTION,,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
449,PORTA SUCULENTAS CASITA COLGANTE ESTILO VINTAGE,GENERICO,15000,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
450,SET DE AMARRAS PARA PLANTAS SUJECION JARDIN 20 UNIDADES,ERGO,2190,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,20,1
451,MACETERO PLASTICO REDONDO 20CM ARENA,GENERICO,5990,Sodimac,18-02-2026,20CM,PLASTICO,1,0
452,PORTAMACETERO DE PARED METALICO PARA MACETAS,ERGO,3990,Sodimac,18-02-2026,SIN MEDIDAS,METAL,1,0
453,COLGADOR MACETAS 125 CM SOPORTE PARA 3,JUST HOME COLLECTION,5990,Sodimac,18-02-2026,125CM,DESCONOCIDO,1,0
454,CANASTO DECORATIVO HIERBA MARINA 43X30 CM BOHO CHIC HOGAR,JUST HOME COLLECTION,16990,Sodimac,18-02-2026,43X30,DESCONOCIDO,1,0
455,MACETERO 25X20 CM GRIS CASA VIVA,GENERICO,4990,Sodimac,18-02-2026,25X20,DESCONOCIDO,1,0
456,MACETA RECTANGULAR 43CM NARANJA CON PLATO - JARDIN BALCON INTEXT,GENERICO,5990,Sodimac,18-02-2026,43CM,DESCONOCIDO,1,0
457,JARDINERA PARA BARANDA DE POLIPROPILENO 21X25 CM GRIS,REMBRE,2590,Sodimac,18-02-2026,21X25,DESCONOCIDO,1,0
458,MACETERO FLORIDIS CAFE EFECTO MARMOL ZURIQUE 34CM ALTO CON PLATO,GENERICO,31990,Sodimac,18-02-2026,34CM,DESCONOCIDO,1,0
459,MACETERO GROSSETO DE CERAMICA 21X16 CM GRIS,CERAMICA ESPEJO,10990,Sodimac,18-02-2026,21X16,CERAMICA,1,0
460,PLATO BASE BIODEGRADABLE PARA MACETERO 25 CM JARDIN,DECOGREEN,2390,Sodimac,18-02-2026,25CM,DESCONOCIDO,1,0
461,COLGADOR MACETAS 125 CM DECORATIVO HOGAR,JUST HOME COLLECTION,5990,Sodimac,18-02-2026,125CM,DESCONOCIDO,1,0
462,MACETERO CILINDRO DE CEMENTO 20X20 CM GRIS Y BAMBOO,DECOGREEN,9690,Sodimac,18-02-2026,20X20,CEMENTICIO,1,0
463,SET MACETERO Y PLATO BIODEGRADABLE DE BAMBU 24X18 CM GRIS,DECOGREEN,7990,Sodimac,18-02-2026,24X18,NATURAL,1,0
464,SET PORTA MACETERO SOPORTE MACETAS ESTANTE METAL ELEGANTE,GENERICO,98990,Sodimac,18-02-2026,SIN MEDIDAS,METAL,1,0
465,MACETERO CESTO CANASTO MACETA DE MIMBRE TEJIDA PLEGABLE 35CM B,OEM,16980,Sodimac,18-02-2026,35CM,DESCONOCIDO,1,0
466,BASE PARA MACETERO Ndeg16 40 CM JARDIN,CASA BONITA,3590,Sodimac,18-02-2026,40CM,DESCONOCIDO,1,0
467,MACETERO BASEL DE CERAMICA 24X23 CM GRIS,SK,17990,Sodimac,18-02-2026,24X23,CERAMICA,1,0
468,"VASOS PARA TRASPLANTE 9X9X9,5 CM - 10 UNIDADES",VILMORIN,3090,Sodimac,18-02-2026,"9X9X9,5",DESCONOCIDO,10,1
469,MACETERO BEIGE ARGOS 71CM ALTO CON PLATO,FLORIDIS,49990,Sodimac,18-02-2026,71CM,DESCONOCIDO,1,0
470,PORTA MACETEROS SOPORTE PLANTAS 3 NIVELES,GENERICO,34990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
471,MACETERO PORTA MACETA BANDEJA PARA MACETA CON RUEDAS 32CM,OEM,13990,Sodimac,18-02-2026,32CM,DESCONOCIDO,1,0
472,MACETERO BEIGE ALCANTARA 50CM ALTO,GENERICO,16990,Sodimac,18-02-2026,50CM,DESCONOCIDO,1,0
473,MACETERO TRAPECIO DE PLASTICO 34X43 CM NEGRO,JUST HOME COLLECTION,40990,Sodimac,18-02-2026,34X43,PLASTICO,1,0
474,MACETERO BEIGE EFECTO PIEDRA BOWL 19CM ALTO CON PLATO,FLORIDIS,22990,Sodimac,18-02-2026,19CM,DESCONOCIDO,1,0
475,PACK 5 MACETEROS MURAL AIRE LIBRE COLGANTE Ndeg27,GENERICO,14990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,5,1
476,MACETERO PARA PLANTAS SET,BRIC,28990,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
477,MACETERO METALICO REGADERA 7X 7.5 X 5.5 CM.,OEM,5490,Sodimac,18-02-2026,7X7.5X5.5,METAL,1,0
478,MACETERO 13 CM FLORES AZUL,ROBERTA ALLEN,5990,Sodimac,18-02-2026,13CM,DESCONOCIDO,1,0
479,MACETERO COLGANTE CON BANDEJA EXTRAIBLE BLANCO L,GENERICO,29990,Sodimac,18-02-2026,L,DESCONOCIDO,1,0
480,MACETERO GRAFITO MODELO CURITIBA 19CM ALTO,GENERICO,13990,Sodimac,18-02-2026,19CM,DESCONOCIDO,1,0
481,MACETERO DE CEMENTO 10.6X10.6 GRIS,POTTERY,3290,Sodimac,18-02-2026,10.6X10.6,CEMENTICIO,1,0
482,MACETERO DENVER DE PLASTICO 22X20 CM PLOMO,JUST HOME COLLECTION,7990,Sodimac,18-02-2026,22X20,PLASTICO,1,0
483,MACETERO DE PARED - MINIMALISTA NEGRO,GENERICO,9000,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
484,PACK DE 10 JACINTOS DE AGUA CAMALOTE O LIRIO DE AGUA,GROW SWEET,28900,Sodimac,18-02-2026,SIN MEDIDAS,DESCONOCIDO,10,1
485,MACETERO CUADRADO CON RUEDAS 40 CM CAFE,INNOVAPLAST,9990,Construmart,18-02-2026,40CM,DESCONOCIDO,1,0
486,MACETERO REDONDO CON RUEDAS 40 CM BLANCO,INNOVAPLAST,9990,Construmart,18-02-2026,40CM,DESCONOCIDO,1,0
487,MACETERO PLASTICO MUNA GRANDE 43 CM GRIS,POTTERY,29990,Construmart,18-02-2026,43CM,PLASTICO,1,0
488,MACETERO REDONDO CON RUEDAS 40 CM CAFE,INNOVAPLAST,9990,Construmart,18-02-2026,40CM,DESCONOCIDO,1,0
489,MACETERO REDONDO CON RUEDAS 40 CM BEIGE,INNOVAPLAST,9990,Construmart,18-02-2026,40CM,DESCONOCIDO,1,0
490,MACETERO CUADRADO CON RUEDAS 40 CM BLANCO,INNOVAPLAST,9990,Construmart,18-02-2026,40CM,DESCONOCIDO,1,0
491,MACETERO CERAMICA PATRONES BEIGE L,PROJAÜS,8990,Construmart,18-02-2026,L,CERAMICA,1,0
492,MACETERO PLASTICO REDONDO DURAKOTTA 46 CM TERRACOTA,REYPLAST,8390,Construmart,18-02-2026,46CM,PLASTICO,1,0
493,JARDINERA BALCON PLASTICA DOBLE ROJO,GENERICO,4990,Construmart,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
494,JARDINERA BALCON PLASTICA DOBLE VERDE,GENERICO,4990,Construmart,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
495,JARDINERA BALCON PLASTICA SIMPLE VERDE,GENERICO,2990,Construmart,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
496,MACETERO CEMENTO TRADICIONAL M,PROJAÜS,19990,Construmart,18-02-2026,M,CEMENTICIO,1,0
497,MACETERO CERAMICA BLANCO/FLORES M,GENERICO,8390,Construmart,18-02-2026,M,CERAMICA,1,0
498,MACETERO CERAMICA BLANCO/VERDE S,GENERICO,7390,Construmart,18-02-2026,S,CERAMICA,1,0
499,MACETERO CERAMICA PATRONES GRIS M,PROJAÜS,7990,Construmart,18-02-2026,M,CERAMICA,1,0
500,MACETERO CUADRADO CON RUEDAS 40 CM BEIGE,INNOVAPLAST,9990,Construmart,18-02-2026,40CM,DESCONOCIDO,1,0
501,MACETERO PLASTICO ESTILO PIEDRA REDONDO 18 CM TAUPE,REYPLAST,3160,Construmart,18-02-2026,18CM,PLASTICO,1,0
502,MACETERO PLASTICO MUNA GRANDE 53 CM ARENA,POTTERY,49990,Construmart,18-02-2026,53CM,PLASTICO,1,0
503,MACETERO PLASTICO MUNA GRANDE 53 CM GRAFITO,POTTERY,49990,Construmart,18-02-2026,53CM,PLASTICO,1,0
504,MACETERO PLASTICO RATAN 25 CM CAFE,REYPLAST,5280,Construmart,18-02-2026,25CM,PLASTICO,1,0
505,MACETERO PLASTICO RECTANGULAR DURAKOTTA 46 CM TERRACOTA,REYPLAST,2990,Construmart,18-02-2026,46CM,PLASTICO,1,0
506,MACETERO PLASTICO RECTANGULAR DURAKOTTA 61 CM TERRACOTA,REYPLAST,3990,Construmart,18-02-2026,61CM,PLASTICO,1,0
507,MACETERO PLASTICO REDONDO DURAKOTTA 17 CM TERRACOTA,REYPLAST,690,Construmart,18-02-2026,17CM,PLASTICO,1,0
508,MACETERO PLASTICO REDONDO DURAKOTTA 28 CM TERRACOTA,REYPLAST,2990,Construmart,18-02-2026,28CM,PLASTICO,1,0
509,MACETERO PLASTICO REDONDO DURAKOTTA 34 CM TERRACOTA,REYPLAST,4990,Construmart,18-02-2026,34CM,PLASTICO,1,0
510,MACETERO AUTORREGANTE 21 X 19 CM TAUPE,VITALY,3160,Construmart,18-02-2026,21X19,DESCONOCIDO,1,0
511,MACETERO AUTORREGANTE 23 X 21 CM TAUPE,VITALY,4190,Construmart,18-02-2026,23X21,DESCONOCIDO,1,0
512,MACETERO AUTORREGANTE 19 X 17 CM CAFE,VITALY,2090,Construmart,18-02-2026,19X17,DESCONOCIDO,1,0
513,MACETERO AUTORREGANTE 23 X19 CM CAFE,VITALY,4190,Construmart,18-02-2026,23X19,DESCONOCIDO,1,0
514,MACETERO LISO 25 X 21 CM CAFE,VITALY,2090,Construmart,18-02-2026,25X21,DESCONOCIDO,1,0
515,MACETERO CUADRADO CON RUEDAS 30 CM BLANCO,INNOVAPLAST,6990,Construmart,18-02-2026,30CM,DESCONOCIDO,1,0
516,MACETERO AUTORREGANTE 21 X 19 CM BEIGE,VITALY,3160,Construmart,18-02-2026,21X19,DESCONOCIDO,1,0
517,JARDINERA BALCON PLASTICA DOBLE MARFIL,GENERICO,4990,Construmart,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
518,MACETERO BALCON NEW GRIS,INNOVAPLAST,4990,Construmart,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
519,MACETERO BALCON NEW TERRACOTA,INNOVAPLAST,4990,Construmart,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
520,MACETERO CERAMICA CAFE M,GENERICO,3990,Construmart,18-02-2026,M,CERAMICA,1,0
521,MACETERO CERAMICA PATRONES ROSADO L,PROJAÜS,9990,Construmart,18-02-2026,L,CERAMICA,1,0
522,MACETERO CERAMICA PATRONES ROSADO M,PROJAÜS,13690,Construmart,18-02-2026,M,CERAMICA,1,0
523,MACETERO PLASTICO MUNA GRANDE 43 CM ARENA,POTTERY,29990,Construmart,18-02-2026,43CM,PLASTICO,1,0
524,MACETERO PLASTICO RECTANGULAR DURAKOTTA 46 CM VERDE,REYPLAST,2990,Construmart,18-02-2026,46CM,PLASTICO,1,0
525,MACETERO PLASTICO REDONDO DURAKOTTA 40 CM TERRACOTA,REYPLAST,6290,Construmart,18-02-2026,40CM,PLASTICO,1,0
526,MACETERO PLASTICO REDONDO DURAKOTTA 40 CM VERDE,REYPLAST,7990,Construmart,18-02-2026,40CM,PLASTICO,1,0
527,MACETERO AUTORREGANTE 19 X17 CM BEIGE,VITALY,2090,Construmart,18-02-2026,19X17,DESCONOCIDO,1,0
528,MACETERO LISO 30 X 26 CM CAFE,VITALY,2990,Construmart,18-02-2026,30X26,DESCONOCIDO,1,0
529,MACETERO LUJO 55 X 43 CM CAFE,VITALY,12690,Construmart,18-02-2026,55X43,DESCONOCIDO,1,0
530,JARDINERA BALCON PLASTICA SIMPLE MARFIL,GENERICO,3990,Construmart,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
531,JARDINERA BALCON PLASTICA SIMPLE ROJO,GENERICO,2990,Construmart,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
532,JARDINERA RECTANGULAR REJA 45 CM TERRACOTA,HUMBER,8990,Construmart,18-02-2026,45CM,DESCONOCIDO,1,0
533,MACETERO CEMENTO TRADICIONAL L,PROJAÜS,29990,Construmart,18-02-2026,L,CEMENTICIO,1,0
534,MACETERO CEMENTO TRADICIONAL S,PROJAÜS,12990,Construmart,18-02-2026,S,CEMENTICIO,1,0
535,BERGEN 40X40 (PORTA MACETERO CERAMICA XL),,69990,Plantme,18-02-2026,40X40,CERAMICA,1,0
536,BANGKOK GRAFITO 75 (MACETERO FIBERCLAY),,149990,Plantme,18-02-2026,SIN MEDIDAS,CEMENTICIO,1,0
537,MADRID 40 AZUL (MACETERO PLASTICO RECICLADO XL),,44990,Plantme,18-02-2026,XL,PLASTICO,1,0
538,HONG KONG VERDE 54 (MACETERO FIBERCLAY),,54990,Plantme,18-02-2026,SIN MEDIDAS,CEMENTICIO,1,0
539,PACK TANTA (3 MACETEROS DE FIBRA DE ARCILLA),,127478,Plantme,18-02-2026,SIN MEDIDAS,CERAMICA,3,1
540,PHUKET XL 34X20 (MACETERO FIBRA DE ARCILLA),,34990,Plantme,18-02-2026,34X20,CERAMICA,1,0
541,MADRID 19 GRAFITO (MACETERO PLASTICO RECICLADO M),,9990,Plantme,18-02-2026,M,PLASTICO,1,0
542,"MADRID 26,5 GRAFITO (MACETERO PLASTICO RECICLADO L)",,19990,Plantme,18-02-2026,L,PLASTICO,1,0
543,BERGEN 20X20 (PORTA MACETERO CERAMICA M),,26990,Plantme,18-02-2026,20X20,CERAMICA,1,0
544,PHUKET XXL 44X26 (MACETERO FIBRA DE ARCILLA),,44990,Plantme,18-02-2026,44X26,CERAMICA,1,0
545,PHUKET XXXL 55X33 (MACETERO FIBRA DE ARCILLA),,54990,Plantme,18-02-2026,55X33,CERAMICA,1,0
546,KO SAMUI L 24X24 (MACETERO FIBRA DE ARCILLA),,24990,Plantme,18-02-2026,24X24,CERAMICA,1,0
547,KO SAMUI XL 33X33 (MACETERO FIBRA DE ARCILLA),,34990,Plantme,18-02-2026,33X33,CERAMICA,1,0
548,KO SAMUI XXL 43X43 (MACETERO FIBRA DE ARCILLA),,49990,Plantme,18-02-2026,43X43,CERAMICA,1,0
549,KO SAMUI XXXL 53X53 (MACETERO FIBRA DE ARCILLA),,64990,Plantme,18-02-2026,53X53,CERAMICA,1,0
550,BERGEN 27X27 (PORTA MACETERO CERAMICA L),,39990,Plantme,18-02-2026,27X27,CERAMICA,1,0
551,PACK CAIRO (3 MACETEROS DE FIBRA DE VIDRIO),,149978,Plantme,18-02-2026,SIN MEDIDAS,VIDRIO,3,1
552,PACK MARRUECOS BLANCO (3 MACETEROS DE FIBRA DE ARCILLA),,134978,Plantme,18-02-2026,SIN MEDIDAS,CERAMICA,3,1
553,CAIRO 34X34 BLANCO (MACETERO DE FIBRA DE VIDRIO L),,27492,Plantme,18-02-2026,34X34,VIDRIO,1,0
554,NORDICO NEGRO L (MACETERO DE CERAMICA),,44990,Plantme,18-02-2026,L,CERAMICA,1,0
555,NORDICO NEGRO XL (MACETERO DE CERAMICA),,79990,Plantme,18-02-2026,XL,CERAMICA,1,0
556,CAIRO 40X39 BLANCO (MACETERO DE FIBRA DE VIDRIO XL),,32492,Plantme,18-02-2026,40X39,VIDRIO,1,0
